"quad_id","scale","crown_equivalent_individuals","present_species_count"
"1311","20m",10.1008530209116,12
"124","20m",9.35884710478432,6
"1410","20m",8.64013470172776,8
"223","20m",8.84656899473973,7
"1509","20m",11.3989496994908,11
"322","20m",7.25707847919969,6
"1608","20m",7.04007236407288,8
"421","20m",7.23096513355488,6
"1707","20m",6.79580322257854,10
"520","20m",3.97419790476459,4
"1806","20m",7.67399799378867,9
"619","20m",8.15409623126837,8
"1905","20m",9.90996121570234,8
"718","20m",8.101314170722,10
"817","20m",7.93698474845052,10
"916","20m",5.92624621684532,8
"1015","20m",5.18226111621729,12
"1114","20m",2.81455656589429,7
"1213","20m",4.57457352225833,7
"1312","20m",11.3512206252565,9
"1411","20m",11.7787273666734,10
"224","20m",9.02241871894903,8
"1510","20m",6.94901617883925,11
"323","20m",8.92982029510462,6
"1609","20m",6.40287567454862,9
"422","20m",7.07133215365077,4
"1708","20m",6.9408076130722,12
"521","20m",8.58856835760056,6
"1807","20m",9.41443998091242,11
"620","20m",6.52793339478155,5
"1906","20m",10.0089441653111,9
"719","20m",8.92016244427525,9
"818","20m",7.77116528863297,12
"917","20m",8.91349966258688,10
"1016","20m",6.47240199639242,9
"1115","20m",5.16261824893206,8
"1214","20m",5.69795204627446,7
"1313","20m",7.84061905651444,5
"1412","20m",6.59957591946992,8
"1511","20m",13.8552917476544,10
"324","20m",11.0046180593329,9
"1610","20m",5.99238326602718,8
"423","20m",8.34060024334441,6
"1709","20m",12.4390202681609,10
"522","20m",12.6614288883846,5
"1808","20m",12.6204583622956,14
"621","20m",5.51220960319901,5
"1907","20m",11.9206137433953,8
"720","20m",9.89901358804227,9
"819","20m",7.79800537720375,8
"918","20m",4.33288693739264,8
"1017","20m",4.90592251899605,6
"1116","20m",6.95058418831718,8
"1215","20m",11.676572233689,8
"1314","20m",14.6418249416917,5
"1413","20m",8.29335529581773,5
"1512","20m",7.32892860342526,7
"1611","20m",9.52599275622633,11
"424","20m",6.73930454573994,6
"1710","20m",9.39573442422319,11
"523","20m",7.08487041112486,5
"1809","20m",10.4434389548076,16
"622","20m",8.4619441938736,8
"1908","20m",5.88395640366288,6
"721","20m",9.54459815647792,7
"820","20m",9.37984285289442,7
"919","20m",5.40489838399983,5
"1018","20m",7.06119553569118,8
"1117","20m",7.04321123307233,8
"1216","20m",9.65701577547449,10
"1315","20m",13.3432648841261,4
"1414","20m",8.35100117450131,4
"1513","20m",3.58233982783085,7
"1612","20m",8.90596287817657,11
"1711","20m",4.60713658464823,10
"524","20m",8.13006755762339,8
"1810","20m",11.4960754892871,13
"623","20m",7.87024054619894,6
"1909","20m",9.00284527872755,11
"722","20m",9.60701828648524,7
"821","20m",6.57729007222917,7
"920","20m",7.93046286462091,6
"1019","20m",5.03683901481064,8
"1118","20m",7.62021743893455,8
"1217","20m",5.91033004436259,6
"1316","20m",6.04400122899948,7
"1415","20m",10.9859446917022,5
"1514","20m",8.30777527449712,3
"1613","20m",9.72939700075249,7
"1712","20m",13.9463328369808,13
"1811","20m",4.15692107091189,7
"624","20m",6.78303412043306,7
"1910","20m",10.8489938924108,8
"723","20m",11.0651198159229,5
"822","20m",5.48152494287077,5
"921","20m",5.75022310847323,7
"1020","20m",10.7099222183309,7
"1119","20m",10.0706968694903,10
"1218","20m",5.07522513705845,8
"1317","20m",3.67290670803856,3
"1416","20m",8.88354532750062,6
"1515","20m",6.42277203555115,4
"1614","20m",6.3428778406257,5
"1713","20m",5.42112571274919,6
"1812","20m",10.1756185356576,9
"1911","20m",4.42033583699755,6
"724","20m",4.91722437013432,4
"823","20m",9.97731508710489,5
"922","20m",9.28079280978532,10
"1021","20m",8.04623890504779,8
"1120","20m",10.0136617014938,11
"1219","20m",12.0907595256615,13
"1318","20m",5.28379727602817,3
"1417","20m",4.34326621263531,4
"1516","20m",6.47665071400027,6
"1615","20m",8.2002606000802,3
"1714","20m",6.73325672147971,4
"1813","20m",10.3763240884617,10
"1912","20m",7.74649422848844,10
"824","20m",6.11965504749241,7
"923","20m",4.41636536898206,5
"1022","20m",7.46402898886658,12
"1121","20m",9.13503982002224,9
"1220","20m",7.76514008798092,12
"1319","20m",6.50056831371046,4
"1418","20m",2.38327740857297,2
"1517","20m",8.32233594406109,6
"1616","20m",9.92974609224184,6
"1715","20m",8.56161093511306,4
"1814","20m",5.71444147523879,6
"1913","20m",7.99653298268007,11
"924","20m",9.03868017574188,5
"1023","20m",4.94509885954247,5
"1122","20m",7.60534397956322,8
"1221","20m",4.59850477014774,7
"1320","20m",5.51997060084898,10
"1419","20m",3.29786729546302,3
"1518","20m",2.35132305227144,2
"1617","20m",9.0884762614229,7
"1716","20m",3.09836332956434,6
"1815","20m",7.63820677916693,8
"1914","20m",8.13425509807933,11
"1024","20m",5.54378090885133,6
"1123","20m",3.16831433724149,7
"1222","20m",7.23458239157722,9
"1321","20m",10.3355847297857,10
"1420","20m",5.10020062299612,6
"1519","20m",0.878747256315365,2
"1618","20m",3.2170548907318,5
"1717","20m",7.64214824088062,6
"1816","20m",10.9175414816613,8
"1915","20m",6.64997429633357,6
"1124","20m",11.2130495303698,5
"1223","20m",8.10772228455989,9
"1322","20m",10.3791142210274,10
"1421","20m",7.81030793011529,9
"1520","20m",3.01289202852508,3
"1619","20m",0.0309734107638238,1
"1718","20m",8.73312250860834,7
"1817","20m",7.96530127148967,9
"1916","20m",7.31656078132888,8
"1224","20m",7.69176526128837,9
"1323","20m",7.24626868502528,9
"1422","20m",9.07533764739013,8
"1521","20m",5.73622919748749,4
"1620","20m",3.05332871387925,2
"1719","20m",5.76132563966804,6
"1818","20m",12.1028877123023,7
"1324","20m",7.07042990622444,10
"1423","20m",9.19210358744193,8
"1522","20m",6.44106003514185,9
"1621","20m",4.41652677634055,4
"1720","20m",1.45891778449998,4
"1819","20m",7.53856064183965,10
"1917","20m",7.45032118632784,6
"1424","20m",6.6999850231397,7
"1523","20m",8.58704858651148,12
"1622","20m",6.79153401371166,6
"1721","20m",2.60106178251239,3
"1820","20m",13.1624746732726,9
"1919","20m",5.5975952621519,8
"1524","20m",6.51687751484731,6
"1623","20m",5.53582590938572,9
"1722","20m",2.4795130939137,3
"1821","20m",10.8182475900643,8
"1920","20m",9.89479575717387,9
"1624","20m",10.2719995200538,5
"1723","20m",7.91626978572332,7
"1822","20m",3.62879830453001,5
"1921","20m",11.0588266599324,9
"1724","20m",9.28989829849968,8
"1823","20m",2.17572949647175,5
"1922","20m",8.15175483902688,11
"1824","20m",7.04616110272691,6
"1923","20m",9.06268493719185,8
"1924","20m",5.78022102106132,5
"1904","20m",7.75131990021076,8
"1902","20m",7.6355231245202,8
"1918","20m",8.52672253685597,8
"sub50_1","50m",59.6493509704801,16
"sub50_2","50m",45.7185815710268,17
"sub50_3","50m",63.0370589152541,18
"sub50_4","50m",52.69360743731,19
"sub50_5","50m",48.469453453319,20
"sub50_6","50m",44.3938554850415,21
"sub50_7","50m",54.2036314564144,17
"sub50_8","50m",51.9601646834037,18
"sub50_9","50m",49.1965344613415,10
"sub50_10","50m",49.1661567430811,18
"sub50_11","50m",33.6748463208231,17
"sub50_12","50m",46.3428408182175,14
"sub50_13","50m",59.1783232824522,20
"sub50_14","50m",45.9086563925883,14
"sub50_15","50m",52.618248679273,13
"sub50_16","50m",48.9881401483267,19
"sub50_17","50m",61.9258205233211,19
"sub50_18","50m",65.4180337531214,16
"sub50_19","50m",61.1840363439728,14
"sub50_20","50m",45.2324352165552,13
"sub50_21","50m",63.7849464923793,18
"sub50_22","50m",57.9976588699449,17
"sub50_23","50m",48.6917061047884,15
"sub50_24","50m",52.4422939041412,18
"sub50_25","50m",47.5163313168733,17
"sub50_26","50m",44.3962691897717,18
"sub50_27","50m",60.0319456286933,13
"sub50_28","50m",60.7750728684298,15
"sub50_29","50m",50.9701420078109,18
"sub50_30","50m",60.3686933479583,18
"sub50_31","50m",62.401606095765,18
"sub50_32","50m",62.6854852400932,21
"sub50_33","50m",37.9559548107549,12
"sub50_34","50m",47.634519047624,16
"sub50_35","50m",41.3416452080024,14
"sub50_36","50m",43.9467099729693,15
"sub50_37","50m",58.2732346437804,22
"sub50_38","50m",62.4675255138226,23
"sub50_39","50m",54.4022985061703,18
"sub50_40","50m",54.9547521823413,21
"sub50_41","50m",57.2669472429929,14
"sub50_42","50m",47.5381246925163,10
"sub50_43","50m",44.5384415824014,13
"sub50_44","50m",50.5153642317611,15
"sub50_45","50m",32.6638331326788,18
"sub50_46","50m",54.1180791131888,14
"sub50_47","50m",44.6086914328468,14
"sub50_48","50m",47.517008516669,20
"sub50_49","50m",50.0911810670568,12
"sub50_50","50m",49.3946970011394,12
"sub50_51","50m",48.8603376741964,18
"sub50_52","50m",41.1768590145848,15
"sub50_53","50m",43.4089980644174,16
"sub50_54","50m",52.4390100324454,10
"sub50_55","50m",48.8534788976376,8
"sub50_56","50m",50.444657639265,15
"sub50_57","50m",46.9310568740857,12
"sub50_58","50m",48.1664366286951,11
"sub50_59","50m",47.4070219042767,15
"sub50_60","50m",43.9456125340633,18
"sub50_61","50m",48.1264039986249,17
"sub50_62","50m",30.5822465029632,9
"sub50_63","50m",16.7008002538271,9
"sub50_64","50m",54.676827206209,19
"sub50_65","50m",53.5287506265038,11
"sub50_66","50m",49.5295078368311,9
"sub50_67","50m",47.7821334341606,13
"sub50_68","50m",47.0787675142571,17
"sub50_69","50m",52.6553292613263,20
"sub50_70","50m",45.8871157174859,18
"sub50_71","50m",23.3115218016668,8
"sub50_72","50m",51.7788831583351,16
"sub50_73","50m",53.4758747599668,10
"sub50_74","50m",52.0781384865758,9
"sub50_75","50m",49.3367147621065,11
"sub50_76","50m",50.6248965818512,15
"sub50_77","50m",44.4574700744867,19
"sub50_78","50m",48.8477524238002,15
"sub50_79","50m",49.6155748714387,17
"sub50_80","50m",40.3722896903122,17
